,Customer ID,Gender,Age,Married,Number of Dependents,City,Population,Satisfaction Score,Quarter,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
1190,9391-DXGGG,Female,30.0,Yes,0.0,Clipper Mills,282,3.0,Q3,5.0,23.0,Offer D,nan,nan,No,Yes,DSL,41.0,Yes,Yes,No,Yes,No,No,No,nan,nan,Yes,nan,57.75,1282.85,0.0,0.0,296.24,1579.09,0
1191,1183-CANVH,Male,42.0,No,0.0,Point Arena,1352,nan,Q3,0.0,64.0,None,Yes,38.96,No,No,None,0.0,No,No,No,No,No,nan,nan,No,Two Year,No,Credit Card,19.55,1240.15,0.0,0.0,2493.44,3733.59,0
1192,7663-ZTEGJ,Female,nan,Yes,0.0,Temple City,32718,nan,Q3,3.0,53.0,nan,Yes,41.82,Yes,Yes,Fiber Optic,69.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.8,5809.75,0.0,0.0,2216.46,8026.21,0
1193,4690-PKDQG,Female,71.0,Yes,0.0,Murrieta,36149,3.0,Q3,0.0,59.0,None,Yes,19.14,Yes,Yes,Fiber Optic,13.0,Yes,Yes,nan,nan,No,No,No,No,One Year,Yes,Bank Withdrawal,94.05,5483.9,0.0,30.0,1129.26,6643.16,0
1194,7299-GNVPL,Male,54.0,Yes,2.0,Galt,24194,nan,Q3,nan,nan,Offer A,nan,14.54,Yes,No,nan,0.0,No,No,No,No,No,No,No,nan,Two Year,No,Credit Card,26.3,1688.9,0.0,0.0,974.18,2663.08,nan
1195,1936-UAFEH,Female,70.0,Yes,nan,Felton,8728,3.0,Q3,6.0,60.0,Offer B,Yes,24.68,Yes,Yes,nan,19.0,No,Yes,No,No,No,Yes,nan,No,Two Year,No,Bank Withdrawal,89.45,5294.6,0.0,nan,1480.8,6785.4000000000015,0
1196,9554-DFKIC,Male,54.0,No,0.0,San Diego,nan,3.0,Q3,0.0,5.0,Offer E,Yes,20.86,No,nan,Fiber Optic,8.0,No,No,Yes,nan,Yes,Yes,nan,Yes,Month-to-Month,No,Bank Withdrawal,96.5,492.55,0.0,0.0,104.3,596.85,1
1197,3489-VSFRD,Male,52.0,No,0.0,San Diego,46086,3.0,nan,0.0,nan,Offer A,Yes,20.44,Yes,Yes,Fiber Optic,nan,nan,Yes,No,nan,Yes,Yes,nan,Yes,One Year,Yes,Bank Withdrawal,104.7,nan,0.0,0.0,1410.36,8630.710000000001,1
1198,7129-ACFOG,Female,46.0,No,0.0,Long Beach,43467,3.0,Q3,0.0,36.0,None,No,0.0,No,Yes,Cable,9.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,nan,Yes,Credit Card,53.1,1901.25,nan,0.0,0.0,1901.25,nan
1199,4567-AKPIA,nan,nan,nan,nan,Coarsegold,9395,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1200,2929-ERCFZ,Female,nan,No,0.0,San Francisco,56330,4.0,Q3,0.0,15.0,None,Yes,1.67,Yes,Yes,Fiber Optic,21.0,No,nan,No,nan,Yes,nan,No,nan,One Year,No,Credit Card,89.0,1288.3,45.69,0.0,25.05,nan,nan
1201,9415-TPKRV,Female,36.0,Yes,0.0,nan,nan,1.0,nan,1.0,11.0,None,Yes,7.89,Yes,Yes,Fiber Optic,10.0,nan,Yes,No,nan,Yes,Yes,Yes,Yes,nan,Yes,Bank Withdrawal,102.0,nan,0.0,0.0,86.78999999999998,1232.14,nan
1202,7698-YFGEZ,Male,64.0,No,0.0,Los Gatos,10172,4.0,nan,0.0,66.0,None,Yes,20.52,nan,Yes,Cable,10.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,68.75,4447.55,0.0,0.0,1354.32,5801.87,0
1203,4310-KEDTB,Female,50.0,No,0.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1204,8080-DDEMJ,Female,50.0,No,nan,Eldridge,363,nan,Q3,0.0,1.0,None,Yes,3.84,No,Yes,nan,2.0,No,No,Yes,No,No,No,No,Yes,nan,No,Bank Withdrawal,nan,nan,0.0,0.0,3.84,77.34,nan
1205,6358-LYNGM,Female,53.0,nan,nan,Clearlake,13485,nan,Q3,nan,nan,nan,nan,14.48,No,Yes,Fiber Optic,26.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.8,75.8,0.0,0.0,14.48,90.28,1
1206,3733-LSYCE,nan,nan,nan,nan,Pleasant Hill,32685,5.0,Q3,0.0,57.0,None,Yes,9.32,No,Yes,DSL,20.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.65,3134.7,nan,0.0,531.24,3665.94,0
1207,1866-OBPNR,nan,36.0,No,0.0,nan,nan,5.0,Q3,0.0,15.0,None,Yes,23.56,No,No,None,0.0,nan,No,nan,No,No,No,No,No,One Year,No,Credit Card,19.65,270.6,0.0,0.0,353.4,624.0,nan
1208,9639-BUJXT,Female,33.0,No,0.0,Los Angeles,29310,5.0,Q3,0.0,40.0,None,Yes,8.36,nan,nan,None,nan,No,No,nan,No,No,No,No,No,Two Year,No,Mailed Check,20.15,804.85,nan,0.0,334.4,1139.25,nan
1209,4826-XTSOH,Female,71.0,Yes,0.0,Paramount,55306,nan,Q3,nan,72.0,nan,Yes,nan,Yes,nan,DSL,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.05,6425.65,0.0,0.0,1474.56,7900.209999999999,0
1210,4135-FRWKJ,Female,47.0,No,nan,Posey,266,4.0,Q3,0.0,57.0,None,Yes,nan,Yes,Yes,Fiber Optic,7.0,No,Yes,No,Yes,No,Yes,Yes,nan,One Year,No,Bank Withdrawal,94.7,5468.95,0.0,0.0,2219.58,7688.53,0
1211,8180-AKMJV,Male,nan,Yes,0.0,nan,nan,4.0,Q3,7.0,72.0,Offer A,Yes,5.27,No,Yes,DSL,9.0,Yes,Yes,Yes,nan,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,0.0,140.0,nan,5880.19,nan
1212,2811-POVEX,Female,30.0,No,0.0,Newport Beach,3124,nan,Q3,nan,54.0,Offer B,Yes,37.65,nan,Yes,Fiber Optic,30.0,No,Yes,Yes,No,nan,No,No,No,One Year,Yes,Bank Withdrawal,94.75,nan,0.0,70.0,2033.1,7224.85,nan
1213,8481-YYXWG,Female,66.0,No,nan,Glenhaven,175,4.0,Q3,nan,4.0,None,Yes,8.75,Yes,Yes,Fiber Optic,4.0,Yes,No,No,No,No,nan,No,No,One Year,Yes,Bank Withdrawal,80.25,303.7,0.0,30.0,35.0,368.7,0
1214,0238-WHBIQ,nan,20.0,nan,0.0,Orange,37916,1.0,Q3,0.0,3.0,Offer E,No,0.0,No,Yes,DSL,nan,No,nan,No,No,Yes,No,No,Yes,Month-to-Month,No,nan,35.2,108.95,0.0,0.0,0.0,108.95,nan
1215,5067-DGXLL,nan,30.0,Yes,2.0,Amboy,42,nan,Q3,4.0,nan,nan,nan,29.66,Yes,Yes,Fiber Optic,59.0,No,Yes,nan,No,Yes,Yes,nan,nan,nan,Yes,Credit Card,103.2,7362.9,45.38,0.0,2135.52,9453.04,nan
1216,8748-HFWBO,Male,55.0,No,1.0,Roseville,nan,nan,Q3,0.0,28.0,Offer C,Yes,34.43,No,nan,DSL,nan,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.4,1516.6,0.0,0.0,964.04,nan,0
1217,2599-CZABP,Female,nan,Yes,1.0,nan,nan,4.0,Q3,9.0,38.0,None,nan,nan,nan,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.2,746.05,0.0,0.0,1019.92,1765.9699999999998,0
1218,6621-NRZAK,nan,62.0,No,0.0,Arcadia,30933,5.0,Q3,0.0,5.0,None,Yes,29.75,No,Yes,Fiber Optic,6.0,No,No,No,nan,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.65,nan,0.0,nan,148.75,548.2,0
1219,6546-OPBBH,Female,38.0,Yes,0.0,San Juan Bautista,3402,3.0,nan,nan,nan,None,nan,12.16,No,Yes,DSL,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,nan,81.25,580.1,47.36,0.0,85.12,617.86,0
1220,4480-QQRHC,Female,38.0,Yes,0.0,Comptche,371,1.0,Q3,1.0,nan,Offer E,Yes,1.12,No,Yes,Fiber Optic,22.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,nan,85.75,470.95,44.16,0.0,5.6000000000000005,432.39,nan
1221,6686-YPGHK,Male,40.0,No,1.0,Burbank,25882,2.0,nan,0.0,1.0,None,Yes,nan,No,Yes,nan,11.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,nan,nan,0.0,26.85,111.45,2
1222,1597-FZREH,Female,79.0,nan,0.0,nan,nan,2.0,Q3,0.0,28.0,None,Yes,28.14,Yes,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,Yes,nan,Yes,nan,Yes,Bank Withdrawal,103.3,2890.65,0.0,0.0,787.9200000000002,3678.57,nan
1223,1921-KYSAY,Male,50.0,Yes,2.0,Villa Park,5935,4.0,Q3,6.0,30.0,nan,Yes,12.49,Yes,Yes,nan,nan,Yes,No,No,No,No,No,No,Yes,Month-to-Month,nan,Bank Withdrawal,54.45,nan,0.0,0.0,nan,1963.4,0
1224,2403-BCASL,nan,nan,nan,nan,nan,46185,3.0,Q3,0.0,nan,None,No,0.0,No,Yes,nan,48.0,No,nan,No,No,Yes,Yes,Yes,nan,One Year,Yes,Credit Card,44.85,893.55,0.0,nan,0.0,893.55,1
1225,0997-YTLNY,Female,35.0,Yes,0.0,Half Moon Bay,17929,3.0,Q3,nan,65.0,Offer B,Yes,40.71,Yes,Yes,nan,23.0,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.05,6914.95,0.0,nan,2646.15,9621.1,0
1226,9972-VAFJJ,Male,40.0,No,0.0,San Diego,51213,nan,Q3,0.0,8.0,None,No,0.0,No,Yes,DSL,16.0,No,nan,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,25.5,215.2,0.0,0.0,0.0,215.2,3
1227,6769-DCQLI,Female,28.0,nan,2.0,Modesto,47613,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1228,4559-UWIHT,nan,22.0,No,0.0,nan,71,4.0,Q3,0.0,3.0,None,Yes,3.12,No,No,None,0.0,No,No,No,No,No,No,No,No,nan,No,Credit Card,19.85,57.2,0.0,0.0,nan,66.56,0
1229,4283-FUTGF,Female,64.0,Yes,3.0,Pomona,69974,nan,Q3,1.0,72.0,Offer A,nan,39.3,Yes,No,None,nan,No,No,No,No,No,No,No,No,Two Year,nan,Bank Withdrawal,nan,1787.35,0.0,0.0,2829.6,4616.95,0
1230,3663-MITLP,Male,19.0,Yes,3.0,Oakland,nan,4.0,Q3,6.0,62.0,Offer B,nan,nan,nan,Yes,Fiber Optic,59.0,Yes,Yes,No,No,Yes,nan,Yes,Yes,One Year,Yes,Credit Card,94.95,5791.85,nan,0.0,977.12,6768.97,nan
1231,5902-WBLSE,Female,54.0,No,0.0,Hornbrook,1026,3.0,Q3,0.0,13.0,Offer D,Yes,10.66,No,Yes,DSL,nan,Yes,nan,No,No,nan,Yes,Yes,Yes,nan,Yes,Bank Withdrawal,71.95,923.85,10.47,0.0,138.58,1051.96,0
1232,9306-CPCBC,Male,59.0,Yes,3.0,Applegate,1526,nan,Q3,4.0,38.0,None,Yes,31.45,nan,Yes,DSL,76.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.05,2802.3,nan,0.0,1195.1,nan,nan
1233,1942-OQFRW,nan,nan,nan,nan,nan,nan,1.0,Q3,1.0,32.0,Offer C,Yes,33.57,Yes,Yes,Fiber Optic,nan,Yes,No,No,nan,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.55,3204.65,35.82,nan,nan,4353.07,nan
1234,6967-PEJLL,Male,66.0,No,0.0,Los Angeles,39334,5.0,Q3,0.0,62.0,None,Yes,47.8,nan,Yes,Fiber Optic,8.0,nan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,nan,110.75,7053.35,0.0,0.0,2963.6,10016.95,0
1235,6127-IYJOZ,Female,31.0,Yes,2.0,Los Angeles,44764,nan,nan,10.0,20.0,None,Yes,14.79,No,No,nan,0.0,No,No,No,No,No,nan,No,No,Month-to-Month,No,Credit Card,20.05,406.05,nan,0.0,295.7999999999999,701.8499999999998,0
1236,7665-VIGUD,nan,30.0,No,0.0,Fellows,626,2.0,Q3,0.0,3.0,Offer E,Yes,47.51,Yes,nan,Fiber Optic,85.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,220.6,0.0,0.0,nan,363.13,nan
1237,6916-HIJSE,Male,31.0,No,0.0,Marina Del Rey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1238,2984-RGEYA,Male,28.0,Yes,1.0,Sacramento,31422,5.0,nan,5.0,1.0,None,Yes,42.99,nan,Yes,Fiber Optic,59.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,nan,74.6,74.6,0.0,0.0,42.99,117.59,0
1239,2748-MYRVK,nan,nan,No,0.0,Clovis,46858,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1240,0164-APGRB,Female,34.0,No,0.0,Columbia,2144,nan,Q3,0.0,5.0,Offer E,Yes,24.32,No,Yes,Cable,22.0,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,53.85,259.8,22.96,10.0,121.6,368.44,1
1241,2446-PLQVO,nan,nan,nan,nan,nan,nan,3.0,nan,0.0,14.0,None,nan,nan,No,Yes,Fiber Optic,24.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,90.45,1266.1,0.0,0.0,158.34,1424.4399999999996,1
1242,9158-VCTQB,Female,nan,No,0.0,Keeler,71,3.0,Q3,0.0,14.0,None,Yes,36.22,No,Yes,Cable,59.0,Yes,No,No,No,No,No,No,nan,Month-to-Month,nan,Bank Withdrawal,50.1,709.5,nan,0.0,507.08,1216.58,0
1243,9470-XCCEM,Female,44.0,Yes,2.0,Menifee,14068,nan,Q3,3.0,52.0,nan,nan,9.87,No,No,None,0.0,No,nan,No,No,nan,No,No,No,Two Year,No,Credit Card,19.35,1031.7,0.0,0.0,513.24,1544.94,nan
1244,3258-ZKPAI,Male,28.0,Yes,0.0,Oxnard,25322,1.0,Q3,1.0,23.0,None,nan,nan,No,nan,Fiber Optic,nan,Yes,No,No,nan,Yes,Yes,Yes,Yes,nan,Yes,Bank Withdrawal,99.85,2331.3,0.0,0.0,872.85,3204.15,5
1245,6115-ZTBFQ,Female,23.0,No,3.0,Midpines,433,nan,Q3,0.0,9.0,Offer E,Yes,nan,No,Yes,Cable,73.0,No,No,No,Yes,Yes,nan,Yes,nan,Month-to-Month,nan,nan,69.4,571.45,0.0,0.0,150.93,722.3800000000001,nan
1246,8644-XLFBW,nan,nan,nan,nan,Ventura,27381,3.0,Q3,6.0,2.0,nan,Yes,29.1,No,Yes,Fiber Optic,19.0,nan,No,No,No,nan,No,No,Yes,nan,No,Credit Card,69.95,143.9,0.0,0.0,58.2,nan,nan
1247,7271-AJDTL,Female,19.0,No,0.0,nan,nan,nan,Q3,0.0,8.0,None,Yes,45.04,No,Yes,DSL,73.0,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,64.1,504.05,0.0,10.0,nan,874.3699999999999,0
1248,0909-SELIE,Male,47.0,No,0.0,Tujunga,26753,3.0,Q3,0.0,19.0,Offer D,nan,1.79,No,Yes,Fiber Optic,14.0,No,Yes,No,No,nan,No,No,No,Month-to-Month,Yes,Credit Card,73.85,1424.5,0.0,130.0,34.01,1588.51,3
1249,7838-LAZFO,Female,27.0,Yes,1.0,Gustine,7872,4.0,Q3,1.0,52.0,Offer B,Yes,3.41,No,No,None,0.0,No,No,No,nan,No,No,No,No,Two Year,No,Mailed Check,19.85,1070.5,nan,0.0,177.32,1247.82,0
1250,3411-WLRSQ,Male,nan,No,0.0,Clovis,33856,3.0,Q3,0.0,7.0,None,Yes,39.51,Yes,Yes,nan,13.0,No,nan,No,No,nan,No,No,nan,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0.0,0.0,276.57,823.52,1
1251,3791-LGQCY,nan,nan,nan,2.0,San Jose,52334,3.0,Q3,4.0,64.0,None,Yes,nan,No,Yes,Fiber Optic,12.0,Yes,Yes,No,nan,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.05,5135.35,0.0,0.0,3167.36,8302.710000000001,0
1252,8083-YTZES,Female,25.0,Yes,0.0,nan,178,3.0,Q3,1.0,53.0,Offer B,Yes,37.85,No,No,None,nan,No,No,nan,No,No,No,No,No,One Year,nan,Bank Withdrawal,20.8,1021.8,0.0,nan,2006.05,3027.850000000001,nan
1253,7319-VENRZ,Female,38.0,Yes,3.0,Soquel,9823,nan,Q3,1.0,70.0,None,nan,nan,nan,No,None,0.0,No,No,No,nan,No,No,No,No,Two Year,Yes,Credit Card,19.2,1401.4,0.0,0.0,2704.100000000001,4105.5,0
1254,2208-NQBCT,Male,40.0,nan,0.0,Taft,14937,3.0,Q3,0.0,1.0,None,Yes,19.32,No,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.6,79.6,0.0,0.0,19.32,98.92,3
1255,7674-YTAFD,nan,25.0,No,0.0,Dinuba,24206,nan,Q3,0.0,6.0,Offer E,No,0.0,No,Yes,Cable,52.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.0,298.7,0.0,0.0,0.0,298.7,0
1256,8160-HOWOX,Female,30.0,Yes,2.0,Santa Fe Springs,nan,4.0,Q3,4.0,40.0,None,Yes,nan,No,nan,DSL,48.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,nan,Yes,Credit Card,71.35,2847.2,nan,0.0,nan,4012.8,0
1257,5296-PSYVW,nan,64.0,No,0.0,Woodbridge,4176,4.0,Q3,0.0,59.0,Offer B,Yes,41.23,Yes,No,nan,0.0,No,No,No,No,nan,No,No,No,Two Year,No,Bank Withdrawal,24.45,1493.1,0.0,nan,2432.57,nan,0
1258,3420-YJLQT,Female,nan,nan,nan,Los Angeles,8115,3.0,Q3,0.0,63.0,Offer B,nan,26.74,Yes,No,nan,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.2,1618.2,0.0,0.0,nan,3302.82,0
1259,3070-DVEYC,Male,69.0,Yes,0.0,Fresno,45087,5.0,nan,0.0,71.0,Offer A,Yes,nan,Yes,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.85,1901.0,0.0,0.0,1575.49,3476.49,0
1260,0266-CLZKZ,Female,38.0,No,0.0,June Lake,618,nan,Q3,0.0,23.0,None,Yes,16.26,nan,No,nan,0.0,nan,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,nan,0.0,0.0,373.98,844.58,0
1261,3654-ARMGP,Male,47.0,nan,0.0,nan,38041,3.0,Q3,0.0,14.0,Offer D,No,nan,No,Yes,nan,4.0,No,No,Yes,nan,Yes,Yes,Yes,Yes,nan,nan,Bank Withdrawal,55.0,nan,0.0,0.0,0.0,771.95,nan
1262,3551-HUAZH,Male,nan,No,0.0,Knights Landing,nan,nan,nan,0.0,67.0,Offer A,No,0.0,No,Yes,Cable,nan,Yes,No,Yes,Yes,nan,No,No,Yes,One Year,Yes,Bank Withdrawal,49.35,3321.35,0.0,0.0,0.0,3321.35,0
1263,6959-UWKHF,Male,62.0,No,0.0,Berkeley,15638,3.0,Q3,0.0,37.0,None,Yes,28.84,No,Yes,nan,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.35,2552.9,0.0,0.0,1067.08,3619.98,0
1264,8149-AIQCG,Male,78.0,Yes,0.0,Huntington Beach,42663,1.0,Q3,1.0,16.0,None,Yes,45.9,No,Yes,Fiber Optic,5.0,No,No,nan,No,No,No,No,Yes,nan,Yes,Bank Withdrawal,71.8,1167.8,0.0,0.0,734.4,1902.2,nan
1265,2604-XVDAM,Female,61.0,nan,nan,Sacramento,30580,1.0,nan,1.0,16.0,None,Yes,nan,Yes,Yes,Cable,26.0,No,Yes,No,No,Yes,Yes,Yes,Yes,nan,nan,nan,100.0,nan,nan,0.0,605.28,2140.03,1
1266,8966-SNIZF,Male,37.0,Yes,nan,nan,8768,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1267,8763-KIAFH,nan,45.0,Yes,0.0,nan,nan,1.0,Q3,0.0,23.0,None,Yes,38.81,No,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,No,nan,No,Yes,Month-to-Month,No,Bank Withdrawal,83.8,1900.25,0.0,0.0,892.6300000000001,nan,nan
1268,9717-IOAAF,nan,nan,nan,nan,San Geronimo,548,4.0,Q3,0.0,62.0,None,No,0.0,No,Yes,DSL,51.0,nan,Yes,Yes,Yes,No,No,No,nan,Two Year,Yes,Bank Withdrawal,43.7,2618.3,0.0,0.0,0.0,nan,0
1269,4324-BZCKL,Female,29.0,Yes,0.0,San Jose,13481,nan,Q3,nan,23.0,None,Yes,11.4,nan,Yes,DSL,58.0,Yes,Yes,Yes,Yes,No,nan,No,Yes,One Year,Yes,Credit Card,66.25,1533.8,23.92,0.0,262.2,1772.08,nan
1270,5570-PTWEH,nan,nan,nan,nan,Santa Fe Springs,16271,1.0,Q3,1.0,nan,None,Yes,34.62,Yes,Yes,Fiber Optic,23.0,No,nan,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.05,2391.8,0.0,0.0,830.8799999999999,3222.6800000000007,4
1271,6331-LWDTQ,Female,62.0,No,0.0,Pasadena,23742,nan,Q3,0.0,19.0,None,Yes,11.86,Yes,No,nan,nan,No,No,No,No,No,No,nan,No,Month-to-Month,No,Bank Withdrawal,24.7,465.85,1.65,0.0,nan,689.54,0
1272,4369-NYSCF,Female,70.0,No,0.0,Posey,266,4.0,Q3,nan,nan,Offer E,Yes,44.63,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,nan,No,Yes,Two Year,No,Bank Withdrawal,85.2,695.75,0.0,nan,357.04,1052.79,nan
1273,9753-OYLBX,Male,37.0,No,0.0,nan,17554,1.0,Q3,nan,1.0,nan,Yes,11.35,No,Yes,DSL,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.55,48.55,0.0,0.0,11.35,59.9,3
1274,3982-JGSFD,nan,nan,nan,nan,San Jose,27023,1.0,Q3,1.0,53.0,None,nan,21.67,Yes,Yes,Cable,6.0,nan,No,No,Yes,No,No,nan,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,0.0,100.0,1148.51,4478.16,5
1275,8058-INTPH,Female,nan,No,nan,nan,nan,3.0,nan,0.0,30.0,None,Yes,9.27,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,nan,19.4,578.5,nan,0.0,278.1,856.5999999999998,0
1276,1866-RZZQS,Female,73.0,Yes,0.0,nan,nan,4.0,Q3,nan,69.0,None,nan,19.39,Yes,Yes,Fiber Optic,nan,No,Yes,No,Yes,nan,Yes,Yes,Yes,Two Year,No,Credit Card,105.4,6998.95,0.0,0.0,1337.91,8336.86,0
1277,8402-EIVQS,Female,40.0,nan,0.0,Quincy,6189,1.0,Q3,0.0,16.0,None,Yes,nan,No,Yes,Fiber Optic,12.0,No,No,No,nan,nan,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,nan,0.0,0.0,206.72,1518.87,2
1278,1750-CSKKM,Female,59.0,Yes,0.0,Windsor,23701,4.0,Q3,nan,60.0,None,Yes,32.5,No,Yes,Fiber Optic,13.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5611.75,nan,0.0,1950.0,7561.75,0
1279,2387-KDZQY,Male,nan,No,0.0,Randsburg,117,5.0,Q3,0.0,nan,Offer C,Yes,13.34,No,No,None,0.0,nan,No,nan,No,No,nan,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,511.25,0.0,0.0,346.84,858.0899999999998,0
1280,0030-FNXPP,Male,62.0,nan,0.0,nan,35325,3.0,Q3,nan,19.0,nan,Yes,17.17,No,No,None,0.0,nan,No,No,No,No,No,No,No,One Year,No,Credit Card,18.8,279.2,nan,0.0,326.23,nan,nan
1281,9489-DEDVP,Male,71.0,Yes,0.0,Fresno,16346,4.0,Q3,1.0,19.0,nan,Yes,30.44,No,Yes,DSL,nan,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,nan,1286.05,0.0,0.0,578.36,1864.41,0
1282,1872-EBWSC,Female,51.0,Yes,1.0,nan,47344,4.0,Q3,10.0,68.0,Offer A,Yes,46.61,No,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.35,1292.65,0.0,0.0,3169.48,4462.13,0
1283,4070-OKWVH,Female,68.0,No,0.0,Blue Lake,1584,nan,Q3,0.0,54.0,None,Yes,45.77,Yes,Yes,Fiber Optic,10.0,No,Yes,nan,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,4370.25,0.0,0.0,nan,6841.83,nan
1284,2845-KDHVX,nan,32.0,No,0.0,Los Angeles,30596,nan,Q3,0.0,5.0,Offer E,Yes,31.14,No,Yes,Fiber Optic,5.0,nan,No,No,No,No,No,No,nan,Month-to-Month,Yes,Bank Withdrawal,69.75,nan,0.0,0.0,155.7,480.3,1
1285,7321-ZNSLA,Male,78.0,No,0.0,San Pablo,nan,2.0,Q3,0.0,2.0,None,Yes,43.66,No,Yes,DSL,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.15,92.65,0.0,nan,87.32,179.97,3
1286,8375-KVTHK,Female,57.0,No,0.0,Lathrop,10834,1.0,Q3,0.0,17.0,Offer D,Yes,21.82,Yes,Yes,Fiber Optic,23.0,Yes,nan,No,No,Yes,No,No,nan,Month-to-Month,Yes,Bank Withdrawal,nan,1617.5,0.0,0.0,370.94,1988.44,1
1287,5729-KLZAR,nan,nan,nan,nan,nan,587,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
